Date,Comment
2026-03-20T10:11:40Z,omongan mau industrialisasi mobil nasional bikin pabrik mobilrealita kopdes impor ratusan ribu mobil pikap india utk operasional
2026-03-20T10:11:19Z,keren prabowo sehat selalu dan sukses selalusemoga selamat dari kejahatan soros
2026-03-20T10:11:11Z,kepala bgn laporan palsu ke bpk
2026-03-20T10:10:46Z,maksud emba nana pak presidin menteri dari joko w ganti karena penjilat bapak banyak dlm istana sisa joko w
2026-03-20T10:10:07Z,rizal mararangeng kapan mati
2026-03-20T10:09:24Z,dari acara ini banyak berita yg sepotong sepotong bisa jadi lebih jelas untuk kita menyimpulkan setuju perbanyak acara ini undang public figure yg kompeten
2026-03-20T10:09:19Z,sihir pake orang gila ampun ampunan gak sanggup pak betu betul dzolim masa keluarga dia yang gila keluarga prang lain ikuan kena keluarga si gila malah dapat spesialis hasil dukunin orang dzolim
2026-03-20T10:08:46Z,apa ada orang yang punya kuping dan bisa dengar semoga orang dihindarkan dari kebodohannya
2026-03-20T10:08:40Z,pak prabowo menjawab pak prabowo kampanye
2026-03-20T10:07:54Z,hasan nasbi ngapain si
2026-03-20T10:06:53Z,next part
2026-03-20T10:06:35Z,mantan jubir nih masih
2026-03-20T10:06:32Z,yes
2026-03-20T10:05:42Z,seru kali yah klw ada rocky gerung
2026-03-20T10:05:05Z,najwa juaranya yg lain standard atau mungkin yg diundang tidak mewakili suara netizen atau yg parahnya cara komunikasi dari pemerintah buruk padahal penjelasan presiden gamblang
2026-03-20T10:04:34Z,apakah tidak ada pertanyaan terkait pemulihan kondisi pasca bencana sumatera
2026-03-20T10:02:47Z,asal urusan ham jadi agak gagap nih bapak
2026-03-20T10:02:08Z,yg di ambil berita najwa si tempo dan jelas tempo itu penerima dolarmakanya langsung di skak pak prabowo quot anda gak objective quot entah najwa gak tau atau pura gak tau kalau tempo itu penerima dolar
2026-03-20T10:01:55Z,hasan udah takut duluan menghadapi orang kritis apalagi bila ada mas tiyo
2026-03-20T10:01:41Z,itu bahlil pak pecat
2026-03-20T10:01:16Z,mbak nana top bener bener berani nyampek in suara rakyat
2026-03-20T10:00:10Z,mantap mbak nana pertayaan yg begitu tajam dan ankutabel tpi tambahan andaikan mbak nana jg menayakan ttang betapa bobroknya mbg di daerah daerah program ini sangat pemborosan anggaran dan hampir tdk ada manfaatnya sama sekali serta mmbuka peluang besar untuk para korupsi
2026-03-20T09:59:43Z,alaah
2026-03-20T09:59:26Z,kebayang sidang kabinet formatnya begini dari durasi jam menit masing narasumber berbicara menit lalu prabowo jam menit wajar ga dapat fakta lapangan sebenarnya hanya ingin mengkonfirmasi yang sudah ada di kepalanya sendiri
2026-03-20T09:57:41Z,yg bertanya tidak mengena yg menjawab tak juga tepat
2026-03-20T10:10:02Z,cuma nana yg paling mengena
2026-03-20T09:57:18Z,bintang podcast kali ini adalah najwa shihab
2026-03-20T09:57:02Z,salut presidenku
2026-03-20T09:55:48Z,mohon maaf pak prabowo omongan anda dan kenyataan di lapangan tidak sama quot berbicara dengan nada sangat halus quot
2026-03-20T09:55:13Z,hukum yg wajib tegaak pk eadlh tembak mati hukumati semua koruptor
2026-03-20T09:53:49Z,sayang banget ga boleh ngerokok kalau boleh sambil ngerokok diskusinya beh bisa mereka menaklukkan dunia
2026-03-20T09:53:35Z,mana pak bowo omon omon telor mahal bbm langka gmana tu
2026-03-20T09:53:34Z,pa prabowo tolong perhatikan unuk dinas tenaga kerja kerjanya untuk siapa apa untuk perusahaan atau utuk rakyat tolong berikan sangsi ke perusahaan yang tidak mgasih hak buruh dengan tidak benar
2026-03-20T09:53:25Z,cari bukti siapa pemilik ide pelakunya penyiraman dan aktor utamanya presiden sangat mensupport membasmi kejahatan karena presiden sangat membutuhkan kepercayaan bangsa semoga semua dilindungi nya
2026-03-20T09:53:15Z,curiga sih sama bawahannya kalau nyampein sesuatu bisa jadi di bagus in atau ditutupi
2026-03-20T09:52:37Z,naek semua
2026-03-20T09:52:18Z,terimakasih pak
2026-03-20T09:52:02Z,saya percaya pak presiden tapi presiden harus berani tegas terhadap menteri dan aph yang tidak gercep dalam kinerjanya najwa sihab mantep
2026-03-20T09:51:48Z,entahlah ko macam bener sendiri aja biar kata ada data dan video yang ditampilkan tapi berapa banyak noda hitam yang disembunyikan nyimak aja lah pokoknya
2026-03-20T09:51:35Z,sayang bennix ngga dpat undangan pdhal andalan syaa ituu
2026-03-20T09:50:46Z,pak babinsa
2026-03-20T09:48:47Z,sehat slalu pak prabowo
2026-03-20T09:47:30Z,bikin saja bumn baru yg khusus utk energi baru terbarukan terutama listrik tenaga surya dan air biarin bersaing dg pln yg masih andalkan solar dan batu bara selama ini kelihatannya pln adalah obstacle yg menghalangi berkembangnya ebtk dalam persaingan tsb oasar akan memilih yg terbaik
2026-03-20T09:46:15Z,lebih tepatnya ini bukan prabowo menjawab tapi prabowo mendongeng
2026-03-20T14:32:17Z,tau aja lho cerdas
2026-03-20T14:40:54Z,iya deh orang pinter
2026-03-20T14:45:01Z,dongeng itu kisah hayalan hei belajar lagi yg bapak cerita real yg beliau alami yg beliau baca ambil positifnya dr cerita beliau ada kesimpulan tiap ceritanya duh kurang makan bergizi nih org
2026-03-20T14:59:33Z,itulah efek jikalau hanya mau menerima jawaban yang anda mau
2026-03-20T16:41:54Z,kantormu kena efisiensi ya bro
2026-03-20T09:44:54Z,saya lihat mbak nana jarang upload masyarakat pasti senang kalau lebih banyak acara transparansi seperti ini
2026-03-20T09:43:14Z,jijik banget sama hasbi
2026-03-20T09:42:39Z,keren najwa ga basa basi to the point ga banyak omon omon dr kasus yg sdh terjadi ga ada yg tertangkap otak dibalik kasus tersebut
2026-03-20T09:40:16Z,panas dingin ga tuh klo udh mba nana yang wanwancara
2026-03-20T09:39:37Z,part
2026-03-20T09:39:15Z,ya allah npd akut
2026-03-20T13:29:38Z,bener
2026-03-20T09:38:51Z,sehat terus pak prabowoindonesia masih butuh kepemimpinanmu
2026-03-20T09:38:36Z,harga pangan naik pak pliss
2026-03-20T09:38:28Z,bener alm gus dur pernah bilang orang yg paling tulus itu bapak prabowo
2026-03-20T09:37:43Z,ini ko jadi kebanyakan presiden yg bicara ya bukan presiden yg mendengarkan menerima masukan saran tentang masalah yg ada di indonesi saat ini apa yg banyak dikeluhkan masyarakat
2026-03-20T09:36:57Z,nkri sengaja di rusak selama dekade thn rusah parah
2026-03-20T09:36:49Z,sebelah kiri pak prabowo sangat penjilat
2026-03-20T09:36:45Z,salah pilih judul ini harusnya prabowo membantah
2026-03-20T09:36:14Z,bang hasan jangan nyeletuk melulu dong hahaha
2026-03-20T09:36:01Z,ini presiden keren belio berani ngasih waktu yg relatif lama bagi para pemikir kritis untuk dialog langsung gokil
2026-03-20T09:35:53Z,hidup presiden prabowo rakyat mendungkungmu s d
2026-03-20T09:35:07Z,orang pintar semua tapi pintar untuk bohongin masyarakat
2026-03-20T09:34:52Z,seorang juru bicara masih bicara mungkin
2026-03-20T09:34:34Z,hai saudara quot ku menurut sy menghujat fitnah marah dll pekerjaan plng mudah perlu di ketahui bersama ternyata di indonesia bnyk penghianat dr pd penyelamat btl gk presiden skrg menurut sy sangat quot berat tugasnya dibandingkan sebelumnya paham
2026-03-20T09:33:42Z,katanya majhab bernegari mencari solusi dari masalah tapi kenapa harga sembako bahkan kebutuhan dapur aja mahal anda sebagai presiden hanya memperbanyak halusinasi solusi tapi menjauhkan fakta yg ada d masyarakat pantas untuk d ganti
2026-03-20T09:32:05Z,dikasih informasi malah nyebut kritiknya ga objektif
2026-03-20T09:31:00Z,kak najwa shihab kok bisa sabar banget ya kalo aku udah geprak meja deh
2026-03-20T09:30:49Z,ternyata sejak jadi pimpinan tentara sering dibohongi anak buah muda baik aja dibohongi apalagi sekarang tua parah emang indonesia
2026-03-20T09:30:37Z,kenyataan nya jauh berbeda banyak mentri pejabat yg abs msh bercokol aja tuh mbak nana top berani menchalenge jawaban pak presiden yg lain dikasih jawaban cuma ngangguk walaupun tau realitanya di luar berbeda
2026-03-20T09:29:36Z,keren mb nana
2026-03-20T09:29:28Z,pak prabowo dan mbak nana coba berkunjung ke pabrik toyota di karawang toyota sdh melakukan berbagai rekayasa produk berbasis ev sekarang dinamai xev datang deh akan paham gerakannya juga digitalisasi dalam operasional industri yg dikerjakan sendiri oleh karyawannya
2026-03-20T09:29:24Z,harusnya aktivis sipil juga ikut diundang gak cuma kroni si bowo doank undang donk ylbhi walhi greenpeace feri amsari dandy laksono celios tempo jadi lu gak dengar echo chamber doank yang sekarang itu kan kroni si bowo semua kampanye ini mah
2026-03-20T09:29:13Z,giliran pertanyaan yg menyangkut diri sendiri lama jawabnya giliran yg kritikal iya tidak iya tidak gitu gitu doank
2026-03-20T09:28:26Z,memuji diri sendiri wae solusi nya apa masalah yg kritikal
2026-03-20T09:28:01Z,itu baju batik merah gak guna ada di situ gak nanya apa
2026-03-20T09:27:48Z,motm mbaa nana
2026-03-20T09:27:31Z,iyalah apa presiden yang di tuduh president ngapain ngurusin yang receh giliran ekonomi turun presiden yang di salah kan gimana mau maju indonesia cuekin aja pa ngapain ngurus yang receh soal kriminal ada polisi yg tanggung jawab
2026-03-20T09:26:39Z,mbg cukup pak stop lbh bael kasih ke guru guru naikkan maerwahh guru
2026-03-20T09:26:24Z,ya allah lindungi presiden dan wakil presiden kami mudahkan mereka dalam mengambil keputusan yang baik kelilingi mereka dengan orang orang baik dan amanah dan jadikan mereka termasuk orang orang penghuni surga tanpa hisab
2026-03-20T09:26:22Z,ngakak njir prabowo tau soal presiden sawit
2026-03-21T07:21:25Z,suka nntn t kt k bang tadi di mention
2026-03-20T09:25:37Z,bgmn tu pak dengan bencana suatra utara kok sampae sekarang msh terbengkalae
2026-03-20T09:24:43Z,apakah program mbg banyak maling nya jawab nya iya tapi kok pak presiden ga tau apa tau tapi kura kura dalam perahu
2026-03-20T09:23:56Z,tenaga surya harga beli dari pln terlalu murah ngak mungkin ada investor yang mau dan tertarik utk investasi ke sektor ini
2026-03-20T09:23:10Z,kok jawabannya ah ya sudahlah
2026-03-20T09:21:25Z,mbak nana nembaknya jangan terlalu umum orang yg mbak nana bilang dibatasi atau ditangkap boleh spill dikit siapa saja kenapa kapan dimana dan status saat ini seperti apa tapi tetap perlu ditagih terus
2026-03-20T09:21:04Z,beneran ta mobil dinas presiden tidak sampai m bupati tuban aja menganggarkan mobil dinas m lho mbak nana
2026-03-20T09:20:46Z,kalau diskusi gini jempol buat najwa jangan nanya yg receh harus kejar hingga keluar komitmen yg jelas
2026-03-20T09:20:39Z,apakah pernyataan yg berputar putar itu bagian dari jawaban dari pertanyaan tolong bantu saya menemukan jawaban dari pertanyaan ibu retno terutama pertanyaan pertama
2026-03-20T09:19:31Z,pak anda itu berjalan di atas duri kalo mau semua visi misi bpk terwujud singkirkan semua duri yg menghalangi jalan pak presiden terlalu banyak koruptor yg gk dipanen cabut semua koruptor maka visi misi anda akan terwujud jadi lah kejam terhadap orang di sekeliling bpk yg bermain
2026-03-20T09:19:30Z,kami tetap bersama bapak presiden
2026-03-20T09:18:43Z,si bapak sebenernya pinter banget tp orang yg mengelilingi jarang yang nyampein secara bener terlalu banyak semua kemajuan yg dilaporkan jd si bapak mikirnya udah bagus semua pak bener sortir lagi pak para pejabat bapak
2026-03-20T09:17:57Z,moderatornya kenapa komisaris pertamina
2026-03-20T09:17:49Z,narsis bgt lu wok
2026-03-20T11:44:32Z,mas anis mas anis
2026-03-20T14:03:19Z,barisan sakit hati sampai mati
2026-03-20T16:40:53Z,ini sudah pasti salah satu penikmat anggaran ulang tahun yang kena efisiensi
2026-03-20T17:24:01Z,hidup jokowi
2026-03-20T17:24:48Z,wowo emosi ditanya sm nazwa biasa keadaan junjungan
2026-03-20T09:16:04Z,quot dan saya heran orang yang sudah kaya raya masoh mau nyuri quot jirr ga sadar diri dia mencuri masa depan anak bangsa
2026-03-20T10:27:47Z,mencuri apa kak boleh tau bertanya dengan nada lembut
2026-03-20T10:35:31Z,harus di dikte sih jgn tone deaf ah
2026-03-20T11:20:49Z,tone deaf tone deaf mulu runtutin dong nyuri masa depan anak bangsa yang seperti apa yang kamu maksud
2026-03-20T11:37:06Z,n unanya nanya mulu manja kali ah gabisa nyari sendiri di internet harus banget dicekokin nih dek
2026-03-20T11:37:14Z,n u maksudnya fufufafa nyuri start ngakali mk padahal masih mentah dipaksa matang
2026-03-20T09:15:44Z,hahah yg di hold bop cuma kirim pasukan bantuan bayar triliyun udh dbayar
2026-03-20T09:15:08Z,ketika berdialog dengan mba najwa shihab terutama membahas makar presiden masih dengan cara ketika pilpres dengan ngeyelnya dan kalimat quot come on quot nya itu
2026-03-20T09:14:13Z,ga kuat gua liatnya baik dah sampe next pemilu itu juga kalau ada
2026-03-20T09:13:30Z,maaf ya netizen biasakan nonton sampai selesai baru komentar jangan jadi duning gruger
2026-03-20T09:13:09Z,aga bete presiden
2026-03-20T09:12:24Z,astaghfirullah come on come on sombong sekali masih lama ini aja rakyat udah sulit menjabat satu setengah tahun masalah indonesia bukan hanya koruptor malahan mbg semakin nambah masalah baru yg justru menambah koruptor baru
2026-03-20T09:12:02Z,mantap mba nana
2026-03-20T09:11:53Z,mbak nana hasbi lsng cemas
2026-03-20T09:11:35Z,diskusi mantap
2026-03-20T09:11:34Z,see kepala batu
2026-03-20T09:11:31Z,maa syaa alloh prabowo
2026-03-20T09:10:53Z,betul pk bowo lanjut rakyat ada di belakang bpk serang banten hadir
2026-03-20T09:10:31Z,sejauh ini diskusi dan jawaban presiden ri saya tak bisa dan tak dapat jawaban atas pertanyaan orang itu jawaban nya selalu blunder kami gk mau turun kejalan karna anda mengancam rakyat siaga maksud anda apa dari sini saya menyimpulkan anda bergabung bop krna tekanan dari trump
2026-03-20T09:12:23Z,anda sudah di tutupi dengan kebencian
2026-03-20T09:10:27Z,semua siap action
2026-03-20T09:09:05Z,undang najwa aja lah repot bgt yg laen cm ngangguk doang
2026-03-20T09:09:01Z,i love u pak prabowo subianto saya doakan semoga bapak di berikan kesehatan dan umur panjang amiin
2026-03-20T09:08:13Z,pernyataan prabowo mencerminkan pribadi yang belum mempunyai jiwa seorang pemimpin negara hanya cerita omon omon ngga ada wibawa nya sama sekali sangat memalukan tokoh negara bicaranya kayak anak kecil
2026-03-20T09:13:54Z,akun provokator
2026-03-20T09:07:55Z,hasan nasbi kemon pak prabowo masih percaya sama orang ini
2026-03-20T09:07:47Z,presiden terbaik ri sepanjang ini
2026-03-20T09:07:40Z,sorry i am late to watch oom thank you baznas badan zakat nasional
2026-03-20T09:07:17Z,betapa berat jd pemimpin negeri yg kalah menyerang dgn berbagai cara semoga p prabowo sehat selalu panjang umur dlm lindungan allah swt aamiin
2026-03-20T09:07:13Z,yang bisa kita lakuin sekarang cuma dukung kebijakan presiden yang pro rakyat dan kritik kebijakan yang tidak pro rakyat
2026-03-20T09:06:45Z,pak pwrhatikan kesejahtaraan orang yang kerja dilahan sawit negara dan pengusaha diuntungkan tapi jangan lupakan pekerjanya
2026-03-20T09:06:38Z,perantau hongkong menyimak
2026-03-20T09:06:25Z,sangat tajam mbak najwa
2026-03-20T09:06:15Z,mantap pak presiden prabowo subianto
2026-03-20T09:05:57Z,we with you mbak nana terima kasih menyampaikan keresahan dari masyarakat semoga makin banyak yg kaya mbak nana berani dalam menyampaikan fakta
2026-03-20T09:05:56Z,ada elite global jahat elit kapitalis lokal jahat ada pejabat rakus banyaklah musuh di nkri ini
2026-03-20T09:05:28Z,pembukaan yg membagongkan
2026-03-20T09:05:24Z,pak prabowo masalah visi dan misi bapak itu memang mulia tapi eksekusi nya yang ngak jelas utk fakultas kedokteran coba bapak pelajari regulasi di fakultas kedokteran sekarang utk lulus dokter memang lebih gampang tetapi utk specialist nya mahal dan sulit sekali obat juga mahal sekali
2026-03-20T09:04:53Z,hanya nana yg mampu berdebat tajam dan sangat kelihatan kalau prabowo dltdk nyaman emosinya naik justru itu yg kami harapkan
2026-03-20T09:04:10Z,pertanyaan bu najwa dijawab tegas oleh pak prabowo dan harapan sy semoga teraplikasi shg tidak ada lagi teror utk para pejuang demokrasi
2026-03-20T09:02:40Z,saya hanya tonton di sesinya najwa dan mardigu yang lain ga jelas buat apa hadir di situ
2026-03-20T09:02:37Z,banyak bener buzzer di komentar jir
2026-03-20T09:02:36Z,kalau pendapt gue masih seperti dulu ide strateginya sudah sangat bagus tinggal penerapan teknis di lapangannya sepertinya masih banyak yang masih bermain
2026-03-20T09:02:30Z,wowo ngomong apaa itu lek
2026-03-20T09:02:19Z,tenang kawan kawan ajal bisa kapan aja menjemput umur manusia paling berapa taun sih mohon menunggu
2026-03-20T09:17:53Z,ya kayak nya lu duluan
2026-03-20T09:45:27Z,sudah ada yg mengatur bisa duluan bisa keduluan
2026-03-20T11:57:03Z,lu ngapain komentar di atas itu se olah olah umur lu akan lebih panjang dari orang lain
2026-03-20T09:02:03Z,sampai saat ini pun masih sangat tampak jelas omon omon
2026-03-20T09:02:01Z,presiden keren beliau bisa lembut pada yg lain dan keras pada mba nana adil dan objektif sekali kita memang mesti bungkam segala kritik lawan segala perlawanan pada rezim hehehehe
2026-03-20T09:01:50Z,tolong biar pengangguran berkurang saran saya batas umur pekerja di setiap lini di usia tahun saja krena menurut saya diusia segitu harus lebih diarahkan untuk wirausaha umkm serta agar lebih mempersiapkan kesehatan yg lebih baik serta diumur produktif lebih berkurang pengangguran nya trimakasih
2026-03-20T09:01:32Z,wo wo jawab yg bener
2026-03-20T09:01:26Z,mantap mbak nana jelas jgn takut apa mau rakyat sampaikan kalu perlu presiden di debat ayo yg lain jgn segan ilmu yg anda miliki bongkar semuanya karena momentum tdk ada setiap saat agar presiden juga tahu agar para pembisik tdk semaunya ayo yg hadir bersuara segera
2026-03-20T09:01:24Z,orang lagi ngomong dipotong mulu sekelas presiden gabisa jaga etika bicara main potong quot aja
2026-03-20T09:00:28Z,berapa kali bapak ini pegang hidung dalam setiap setiap statement sensitif
2026-03-20T09:00:22Z,najwa mengkritik pedas tapi pd saat dikritik pedas balik oleh pk prabowo tak mampu merespond jd hanya pengen dilihat viewersnya dia brani mengkritik presiden dan viewers merasa najwa keren padahal tak sanggup jawab kritik
2026-03-20T09:20:34Z,menit berapa itu
2026-03-20T09:00:21Z,subhanallah baru tahu sy pak prabowo begitu hebat menjawab setiap pertayaan para narasumber untuk yg skeptis sama beliau harap berkhusudzon setiap langkah yg beliau ambil bismillah pak maju terus pak
2026-03-20T09:00:02Z,kemon udah ketularan antek antek asing
2026-03-20T08:59:57Z,termul yg menyamar
2026-03-20T08:59:51Z,ayo mb nana pantau teruss sampai pemerintah bisa membuktikan siapa dalang dan aktor dibelakang penyiraman air keras ini kl pemerintah tdk bisa membuktikan dalangnya itu artinya ada sesuatu yg tidak bers
2026-03-20T08:59:51Z,saya pingin nya sih rocky gerung pandji pragiwaksono dan noorsy
2026-03-20T08:59:27Z,nggedabrus omon doang tidak ada buktinya
2026-03-20T08:58:46Z,apakah worth it liat video ini ketimbang highlight nya yg menit itu
2026-03-20T08:57:05Z,guys ada yg ingat ga nama project cia mossad yg ada kaitannya dengan downfall nya pak prabowo soalnya saya pernah liat dokumennya
2026-03-20T08:56:51Z,hati provokasi antek soros dari media nya amp lsm nya
2026-03-20T08:56:40Z,love yoi full pak prabowo
2026-03-20T08:55:58Z,isi kolom komentar quot kebanyakan quot kalimat tanpa bobot miris bacanya
2026-03-20T09:23:00Z,biasanya akun baru untuk provokator ternak george soros
2026-03-20T08:55:51Z,presiden kecerdasan dan wawasannya gokil keren luar biasa
2026-03-20T08:55:37Z,sy orang kecil hanya bisa berdoa semoga pak presiden selalu diberikan kesehatan jasmani amp rohani semoga pak presiden selalu adil amp bijaksana dan orang yg memusuhi bisa sadar dan bareng membangun bangsa dan negara
2026-03-20T08:55:02Z,dari gestur dan tanggapan narasumber terlihat tidak nyaman dengan pertanyaan dan tanggapan inikah wujud implementasi kebebasan pers dan etika jurnalistik saat ini
2026-03-20T08:54:56Z,prabowo buka sosok pemimpin kelas dunia jdi presiden aja curang
2026-03-20T08:54:47Z,akibat polisi sama tentara masuk politik di iming iming alpard bisa berubah jadi penghianat dan penjilat
2026-03-20T08:54:46Z,anjay play victim mulu lu wo wo
2026-03-20T08:51:32Z,salut banget sama mbak nana
2026-03-20T08:50:58Z,kebanyakan pertanyaan dari para ahli di meja tsb di jawab dengan dongeng amp cerita pengalaman hidup prabowo aja gak ada jawaban kritis dan solutif terhadap masalah yang di alami rakyat nya kebanyakan retorika cerita angin segar aja
2026-03-20T08:49:40Z,keren dan langsung menusuk pertanyaan mbak najwa sampai pak presiden langsung berubah mimik wajahnya yang lain pertanyaannya cari aman beda jauh kalau lagi podcast di chanel lain
2026-03-20T08:49:25Z,ah ngocehin masa lalu mulu ini kaga ada gagasan pernyataan tegas dah
2026-03-20T09:27:16Z,ternak abah mah gitu baru baca judul aja sudah
2026-03-20T08:49:23Z,udah expect bakal gini mau nonton males denger si wowo jawab ga jelas ga nyambung memantau dari kolom komen aja udah cukup
2026-03-20T08:48:42Z,kalau pak bowo tegas harusnya dari dulu kapolri diganti
2026-03-20T08:48:02Z,sementara plesiden jkowi kuliah di ugm dgn dugaan ijazah palsu sungguh terlalu
2026-03-20T08:47:59Z,ada anak ga bisa kuliah kasian tapi yang di pentingin tetep perut ketimbang pendidikan
2026-03-20T08:47:37Z,kalo ada bung roky habis prabowo
2026-03-20T08:47:19Z,cuih amit amit punya anak nanti npd kayak gini lo bukannya cari pelaku malah membela pelaku ter r sme kocak kocak udah diblng sama mba nana kalau ini blm ditemukan pelaku yang memerintahkan dan cara usutnya gimana kok malah npd sih tolol banget
2026-03-20T08:47:13Z,ruang dialog dibuka seyogianya untuk lebih banyak mendengar berbagai masukan perbaikan dan refleksi tapi lebih didominasi dgn melakukan counter higlight capaian yg sudah dilakukan dan perlu mendapat apresiasi
2026-03-20T08:46:59Z,kq ngerasa ini moderator kerjaan nya merangkap hype man nya pak prabowo kurang cocok ini
2026-03-20T09:33:22Z,agen asing provokator lu
2026-03-20T14:10:30Z,asing ya
2026-03-20T08:46:56Z,hanya najwa yang berani bersuara
2026-03-20T08:46:31Z,c mon ini baru pertanyaan pertama jawab yg lugas dan on point please
2026-03-20T08:51:27Z,thucydides
2026-03-20T11:03:42Z,ngomongin soal tidur lama bgt
2026-03-20T11:06:03Z,soal info abs kok bisa pertanyaan yg biasanya jawabannya kmn skrg upgrade pake video vt dgn dubbed suara sendiri quot skrg saya tidur lebih tenang quot wkwk
2026-03-21T04:25:59Z,ouh
2026-03-21T04:38:56Z,mulai lagi maen maen angka
2026-03-20T08:46:22Z,katawanya sangat kaya
2026-03-20T08:46:06Z,indonesia is a funny country the people love jokes we joke all the time no wonder our government is also a joke what a joke indeed
2026-03-20T09:37:46Z,provokator lu ya
2026-03-20T09:44:53Z,jangan asal tuduh coba dijawab saja bung pertanyaan ku diatas belum lagi bagaimana dengan kebijakan impor mobil india bagaimana dengan freeport yg diperpanjang lagi kontrak nya
2026-03-20T11:58:12Z,lu gak tau apa
2026-03-20T13:59:45Z,dong bung
2026-03-20T08:45:35Z,rakyat sudah sabar ketika kami sebagai rakyat meminta hak nya jangan dibilang tidak patriotik pak
2026-03-20T08:45:02Z,bjir ada mardigu
2026-03-20T08:44:07Z,prabowo the best
2026-03-20T08:44:06Z,ingat dia seorang omon dia warisan sen kanan belok kiri
2026-03-20T08:43:56Z,beliau ngga tau kalau transfer ke daerah banyak yg dipotong my god
2026-03-20T08:43:40Z,tamu nya ditanyain sekolah dimana dulu nya
2026-03-20T08:42:28Z,yang kita butuh kan yaa tayangan yg kek gini
2026-03-20T08:41:55Z,iya pak motor listrik pengeluaran sekali charge cuma rupiah tapi harga baterai kalo rusak itu yang tipe biasa aja jt yang agak bagus juta dan kalo yang biasa itu tahun udah drop kalo untuk daily used saya user motor listrik sudah tahun lebih
2026-03-20T08:41:29Z,mbak nana vs everybodyy
2026-03-20T08:40:30Z,mau ngasih kritik nanti dikira anak abah
2026-03-20T08:39:55Z,prabowo ini niatnya baik mau nya yg terbaik u bangsatapi tdk tau bawah nya ya yg menjalankan di lapangan
2026-03-20T08:39:19Z,what am i even watching nothing worth discussing about one way only
2026-03-20T09:40:42Z,anda bukan orang indonesia anda berniat untuk provokasi
2026-03-20T08:38:31Z,pak prabowo mah berani aja berdialog sama media yang dibayar asing maupun yang netral
2026-03-20T08:38:19Z,kta quot sumpah pun di permainkan bjir
2026-03-20T08:38:08Z,hahhaha pak prabowo good najwa najwa is back kmrn mba nana kaya kurang greget mungkin terkait alm suami mba nana yg kondisinya saat itu kurang sehat semangat ya mba nana terima kasih telah mewakilkan suara saya
2026-03-20T08:37:53Z,buktikan pak bowo merahmu
2026-03-20T08:37:29Z,part dan part part berikut nya mana mbak saya dengar kata nya jam
2026-03-20T08:36:45Z,sayang banget najwa sihab cuma sebentar
2026-03-20T08:36:41Z,kena egonya
2026-03-20T08:35:50Z,bisa ga mbg dihapus keluar dari bop soalnya ga ada hujan ga ada angin tiba tiba aja jadi jajahan trump
2026-03-20T08:35:31Z,madzhabnya madzhab akal sehat
2026-03-20T08:34:34Z,dia lupa kalau mobil koperasi merah putih impor dari india
2026-03-20T08:34:29Z,hanya mba nana yg tegas
2026-03-20T08:31:16Z,arah bangsa
2026-03-20T08:30:26Z,kita tunggu omongan pak prabowo ini akankah beliau benar memnuktikan omongannya untuk membangun indonesia bersih dari para koruptor dan penjahat berseragam
2026-03-20T12:11:59Z,ya sejak kampanye sampai sekarang luar biasa sema ngatnya sampai gebrak meja sampai ambrol tpi endingnya gmn setelah jadi presiden omong apa omon
2026-03-20T08:29:14Z,pak lowongan kerjaan pak untuk sarjana terutama anak daerah sumatra tidak semua sanggup merantau ke jawa pak maaf pak juta dari wakil bapak bergema di telinga saya kalo terlalulama kami sudah efektif lagi karna umur kalo kami di haruskan usaha dengan pinjam uang uang kuliah dan waktu kami sia
2026-03-20T08:28:52Z,kadang gemas sekolah tinggi tinggi namun tidak ada satupun jiwa satria sebagai negarawan sejati tuk mewujudkan solusi inti bangsa yg sangat mudah dan mudah sekali di tiru dari bangsa bangsa lain jikalau tidak bisa menciptakan ayo donk keburu hancur tahu
2026-03-20T12:30:53Z,gak ada duitnya males mereka sukanya klo ada duit baru jalan apalagi bayaran jos soros buat ngacak indonesia uangnya lebih gede
2026-03-20T08:28:39Z,halah prabowo ki isine mung gor abab tok utekke isine mung gor ngarep ridho ne trump and israel
2026-03-20T08:32:33Z,segawon ra nyimak dialog
2026-03-20T11:13:20Z,ngomong opo bocah iki
2026-03-20T13:29:04Z,supaya tdk sekedar nuduh apa keburukan mas nasbi bro
2026-03-20T13:35:45Z,u obisa dicek mas riwayat tweet tweet lama beliau banyak di google coba search aja tweet lama hasan nasbi dah kelihatan penunjukan beliau cuma sebagai kompromi politik bukan berdasarkan merit dia jelas sekali orangnya jokowi bersama abu janda yusuf dumdum deni siregar qodari
2026-03-20T14:02:33Z,setuju
2026-03-20T08:28:13Z,sebegitu tulus nya pak prabowo terhadap rakyat nya tp banyak rakyat yang terlalu angkuh atas kebaikan beliau klo boleh saran pak tolong sedikit agak otoriter aja pak karna rakyat indonesia di baikin malah ngelunjak
2026-03-20T08:27:29Z,harusnya si gibran di hadirkan dan suruh menjawab pertanyaan dari mereka yg cerdas biar tahu masyarakat seindonesia kualitas wapresnya
2026-03-20T11:15:00Z,wapres gibran jauh lebih berpendidikan dari pada lu yg cuma lulusan sd
2026-03-20T14:29:25Z,saya lulusan sma tamsis bossaya ga kaleng kaleng ga planga plongo seperti si gibran
